names,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,year
Làm Sao Biết Được?,Mạnh Quỳnh,1,0.575,0.615,9,-6.974,0,0.0287,0.375,0.00173,0.0657,0.457,133.911,4.52905,2009
Em Đi Trên Cỏ Non,Huong Thuy,24,0.696,0.387,9,-5.6339999999999995,0,0.0337,0.6809999999999999,0.0,0.0803,0.46799999999999997,135.74200000000002,5.169533333333334,2009
Nếu Chúng Mình Cách Trở (tân cổ),Phi Nhung,0,0.376,0.353,2,-8.136000000000001,1,0.042,0.723,0.0,0.0655,0.335,177.037,7.577833333333333,2009
Tương Tư Nàng Ca Sĩ,Quang Le,0,0.54,0.447,6,-8.152000000000001,0,0.0273,0.171,2.18e-06,0.324,0.395,149.87,5.1649,2009
Kiếp Cầm Ca (tân cổ),Phuong Lien,0,0.36200000000000004,0.43799999999999994,2,-5.942,1,0.0297,0.862,0.0,0.136,0.261,83.676,10.148283333333334,2009
Kẻ Ở Miền Xa,Giang Tử,2,0.594,0.563,6,-7.266,0,0.0317,0.5760000000000001,0.0,0.0724,0.494,79.976,4.1950666666666665,2013
LK Bóng Nhỏ Đường Chiều & Đêm Tâm Sự,Huong Lan,3,0.485,0.529,8,-7.12,1,0.0281,0.7020000000000001,0.0,0.11699999999999999,0.366,81.936,4.792216666666667,2013
Chiều Xuân Xa Nhà,Quang Le,1,0.524,0.613,5,-7.087999999999999,0,0.03,0.507,7.74e-05,0.225,0.36200000000000004,139.961,4.667983333333333,2013
LK Đêm Cuối & Đoạn Cuối Tình Yêu,Duy Truong,5,0.293,0.546,10,-5.816,0,0.0337,0.5379999999999999,0.0,0.396,0.205,185.865,6.357616666666667,2013
LK Phận Nghèo & Truyện Tình Nghèo,Mạnh Quỳnh,11,0.40399999999999997,0.44,1,-7.432,0,0.0302,0.575,1.06e-06,0.0903,0.451,143.30700000000002,5.12,2013
Xin Tròn Tuổi Loạn,Khanh Lam,0,0.485,0.491,11,-5.474,0,0.0254,0.27399999999999997,0.0,0.0863,0.284,84.15799999999999,4.5991,2013
Nó và tôi,Giang Tử,9,0.436,0.649,9,-5.318,0,0.0341,0.33399999999999996,0.0,0.171,0.32,82.137,5.4737833333333334,2013
Tâm sự người hát bài quê hương,Giang Tử,6,0.32799999999999996,0.588,0,-5.234,0,0.0317,0.616,0.0,0.113,0.39399999999999996,178.84900000000002,5.242666666666667,2013
Lối thu xưa,Giang Tử,15,0.33899999999999997,0.518,9,-7.51,0,0.0313,0.815,0.0,0.146,0.23800000000000002,92.86200000000001,5.9462166666666665,2013
Chuyện một người đi,Giang Tử,13,0.513,0.564,2,-5.672999999999999,0,0.0252,0.732,0.0,0.312,0.345,85.979,6.466666666666667,2013
Tình em biển rộng sông dài,Giang Tử,9,0.715,0.7070000000000001,7,-3.7960000000000003,0,0.0245,0.46799999999999997,0.0,0.325,0.703,114.03299999999999,4.291333333333333,2013
Kẻ ở miền xa,Giang Tử,16,0.494,0.7170000000000001,6,-5.693,0,0.0321,0.502,0.0,0.243,0.511,147.97,4.167783333333333,2013
Yêu người như thế đó,Giang Tử,5,0.28300000000000003,0.605,9,-5.992000000000001,0,0.028999999999999998,0.442,0.0,0.11599999999999999,0.207,81.574,5.617783333333334,2013
Lời đắng cho một cuộc tình,Giang Tử,5,0.445,0.578,11,-4.956,1,0.0276,0.439,0.0,0.335,0.287,91.61,4.007116666666667,2013
Trăng tàn trên hè phố,Giang Tử,15,0.28300000000000003,0.634,7,-4.97,0,0.035,0.498,0.0,0.17800000000000002,0.402,167.30599999999998,5.350666666666666,2013
Chuyện đêm mưa,Giang Tử,3,0.315,0.6629999999999999,4,-5.651,0,0.0294,0.141,0.0,0.20600000000000002,0.17,79.97399999999999,4.8468,2008
Đập vỡ cây đàn,Giang Tử,3,0.5660000000000001,0.639,7,-5.275,0,0.0285,0.312,0.0,0.196,0.37200000000000005,171.887,6.028116666666667,2008
Được tim em lấy chồng,Giang Tử,3,0.68,0.643,1,-7.287000000000001,0,0.0292,0.36200000000000004,0.0,0.23399999999999999,0.473,89.98,4.468383333333334,2008
Hàn Mạc Tử,Giang Tử,2,0.54,0.588,7,-6.184,0,0.0378,0.0914,0.0,0.10300000000000001,0.514,159.95600000000002,7.082083333333333,2008
Ngày cưới em,Giang Tử,2,0.562,0.754,11,-4.934,0,0.0268,0.163,0.0,0.321,0.37799999999999995,104.92200000000001,4.657783333333334,2008
Ngày đá đơm bông,Giang Tử,3,0.745,0.8270000000000001,0,-5.1370000000000005,0,0.0277,0.39899999999999997,0.0,0.285,0.858,124.993,4.0624,2008
Nhật ký đời tôi,Giang Tử,2,0.5579999999999999,0.591,7,-6.477,0,0.0275,0.17600000000000002,1.64e-06,0.0874,0.485,159.987,5.527066666666666,2008
Phận tơ tằm,Giang Tử,3,0.5429999999999999,0.655,2,-7.303999999999999,0,0.0299,0.0841,0.0,0.106,0.185,95.73899999999999,4.779316666666666,2008
Xóm đêm,Giang Tử,2,0.6409999999999999,0.645,9,-7.002000000000001,0,0.0259,0.08,0.0,0.0816,0.243,89.978,5.581133333333334,2008
Yêu một mình,Giang Tử,2,0.6579999999999999,0.638,9,-4.561,0,0.0344,0.249,0.000101,0.11800000000000001,0.526,159.954,6.19065,2008
Người Đứng Sau Hạnh Phúc,Bằng Kiều,35,0.7040000000000001,0.337,9,-9.408999999999999,0,0.0315,0.929,6.929999999999999e-05,0.11800000000000001,0.32799999999999996,100.00299999999999,4.52,2020
Tình Nồng,Bằng Kiều,24,0.493,0.14300000000000002,9,-15.927999999999999,0,0.0445,0.9359999999999999,0.000452,0.0718,0.145,124.84299999999999,6.092233333333334,2020
Dưới Giàn Hoa Cũ,Tuấn Ngọc,17,0.27,0.43700000000000006,10,-5.742000000000001,1,0.0291,0.478,0.0,0.326,0.0953,119.90799999999999,4.982,2019
Mùa Xuân Sao Chưa Về Hỡi Em,Tuấn Ngọc,15,0.382,0.527,9,-4.967,1,0.0307,0.38799999999999996,0.0,0.316,0.262,178.09599999999998,5.157783333333334,2019
Tâm Sự Gởi Về Đâu,Tuấn Ngọc,19,0.233,0.381,10,-8.648,1,0.0287,0.833,0.000252,0.115,0.16699999999999998,149.554,5.366666666666666,2019
Về Đây Nghe Em,Tuấn Ngọc,35,0.384,0.5479999999999999,7,-5.6370000000000005,1,0.0321,0.489,6.37e-06,0.11599999999999999,0.20199999999999999,115.50399999999999,4.174666666666667,2019
LK Vũ Thành An,Tuấn Ngọc,26,0.45399999999999996,0.725,4,-5.098,0,0.0444,0.401,0.0,0.102,0.263,109.977,5.3071166666666665,2019
LK Đồng Xanh / Ô Già Thiên Lý Đã Xa,Tuấn Ngọc,17,0.45399999999999996,0.433,0,-8.347999999999999,1,0.0302,0.7290000000000001,2.46e-05,0.0987,0.205,114.993,6.337116666666667,2019
Phút Giây Mình Chia Tay,Minh Tuyết,9,0.733,0.46299999999999997,7,-7.794,0,0.0484,0.764,0.0,0.099,0.441,129.972,4.4760333333333335,2006
Bởi Vì Anh Yêu Em,Minh Tuyết,38,0.618,0.507,2,-6.865,0,0.0285,0.604,0.0,0.071,0.228,118.01,4.117666666666667,2006
Kẻ Đứng Sau Tình Yêu,Minh Tuyết,11,0.306,0.396,7,-7.695,0,0.0417,0.746,0.0,0.34,0.322,185.32299999999998,4.3042,2006
Rồi Xa Người Yêu,Bằng Kiều,5,0.38,0.674,11,-6.332000000000001,0,0.0538,0.11599999999999999,0.0,0.0839,0.22,75.834,4.692366666666667,2006
Phía Sau Nụ Cười,Minh Tuyết,8,0.455,0.389,7,-7.132999999999999,0,0.0289,0.428,1.3800000000000002e-05,0.111,0.201,137.22899999999998,4.755066666666667,2006
Biết Yêu Là Hết Mong Chờ,Bằng Kiều,6,0.68,0.457,9,-9.429,0,0.0401,0.669,0.000554,0.0891,0.27899999999999997,82.98899999999999,4.87735,2006
Anh Đã Ra Đi,Minh Tuyết,6,0.732,0.807,8,-6.582999999999999,0,0.0611,0.252,0.000152,0.0491,0.675,99.99799999999999,4.1289,2006
Nơi Thời Gian Ngừng Lại,Minh Tuyết,23,0.612,0.39899999999999997,0,-8.086,0,0.0317,0.76,0.0,0.0896,0.27,119.945,4.162183333333333,2006
Mùa Thu Biển Gọi,Bằng Kiều,5,0.515,0.478,2,-6.672999999999999,0,0.0303,0.314,2.43e-06,0.363,0.204,140.049,4.7024333333333335,2006
Giấc Mơ Có Thật,Minh Tuyết,20,0.547,0.483,7,-7.949,1,0.0391,0.8270000000000001,0.0,0.318,0.354,123.838,5.0484,2006
Thì Thôi Em Nhé,Minh Tuyết,7,0.48100000000000004,0.425,2,-7.813,1,0.028999999999999998,0.44299999999999995,0.0,0.0954,0.371,123.98700000000001,4.780983333333333,2006
Dấu Chôn Tình Buồn,Cẩm Ly,33,0.42200000000000004,0.348,11,-11.18,0,0.0348,0.818,6.64e-05,0.0976,0.127,131.972,4.625416666666666,2014
Còn Tôi Với Tôi,Cẩm Ly,14,0.6920000000000001,0.546,6,-8.401,0,0.0296,0.324,6.979999999999999e-05,0.0897,0.32,118.037,4.720766666666667,2014
Những Anh Chàng Ngộ Nhận,Cẩm Ly,8,0.757,0.884,8,-6.801,1,0.0474,0.22399999999999998,0.00086,0.244,0.9129999999999999,135.035,4.281033333333333,2014
Lãng Quên,Cẩm Ly,10,0.5539999999999999,0.444,5,-9.165,0,0.0259,0.46799999999999997,0.0,0.13699999999999998,0.307,136.202,5.427366666666667,2014
Có Lẽ,Cẩm Ly,9,0.606,0.612,7,-6.058,0,0.0361,0.5720000000000001,3.14e-06,0.22699999999999998,0.185,129.923,5.729966666666667,2014
Dấu Vết Tình Sầu,Cẩm Ly,10,0.56,0.6559999999999999,5,-8.543,1,0.0414,0.6629999999999999,0.000109,0.134,0.41700000000000004,135.955,4.14825,2014
Nỗi Buồn Chim Sáo,Cẩm Ly,12,0.669,0.39,5,-9.616,0,0.0268,0.7609999999999999,0.00011100000000000001,0.135,0.46299999999999997,138.159,6.452683333333334,2014
Xin Một Lần Thôi,Cẩm Ly,13,0.565,0.6579999999999999,8,-7.4479999999999995,1,0.0426,0.602,0.0,0.155,0.26,134.358,4.848333333333334,2014
Lặng Lẽ Gọi Tên,Cẩm Ly,14,0.5329999999999999,0.635,7,-6.502000000000001,0,0.0296,0.532,9.559999999999999e-05,0.212,0.249,140.063,5.220133333333333,2014
Khi Tình Yêu Đến,Cẩm Ly,14,0.5660000000000001,0.539,11,-10.214,0,0.0445,0.7240000000000001,0.0,0.2,0.27,138.149,5.1065,2014
Xin Lỗi Anh,Minh Tuyết,36,0.377,0.289,11,-9.622,0,0.0499,0.912,0.0,0.16399999999999998,0.149,182.104,5.486483333333333,2010
Dư Âm Tình Ta,Minh Tuyết,24,0.605,0.5489999999999999,9,-5.382999999999999,0,0.0376,0.5920000000000001,0.0,0.19,0.23399999999999999,133.969,4.959783333333333,2010
Đừng Giấu Trong Lòng,Minh Tuyết,11,0.58,0.614,11,-5.419,0,0.0324,0.7,0.0,0.344,0.48700000000000004,128.114,5.060016666666667,2010
Vị Ngọt Đôi Môi,Minh Tuyết,21,0.604,0.731,2,-5.582999999999999,0,0.0376,0.182,1.49e-06,0.165,0.297,139.893,4.826266666666666,2010
Giờ Thì Anh Đã Biết,Minh Tuyết,12,0.606,0.547,7,-5.532,0,0.0247,0.519,0.0,0.175,0.187,100.006,4.907916666666667,2010
Giữa Đôi Mình,Minh Tuyết,10,0.618,0.617,9,-8.003,0,0.0707,0.158,1.1400000000000001e-05,0.179,0.518,81.02600000000001,4.8789,2010
Yêu Mãi Ngàn Năm,Minh Tuyết,30,0.47,0.457,1,-6.505,0,0.0265,0.0869,0.0,0.258,0.247,75.062,4.248483333333334,2010
Lk Tình Em Ngọn Nến & Tàn Tro & Dù Tình Yêu Đã Mất,Minh Tuyết,21,0.375,0.49200000000000005,5,-6.0489999999999995,1,0.0385,0.664,3.22e-06,0.413,0.179,129.61700000000002,5.68425,2010
Trọn Kiếp Bình Yên,Minh Tuyết,18,0.489,0.5710000000000001,7,-5.659,0,0.0327,0.335,0.0,0.31,0.196,150.03799999999998,3.936166666666667,2010
Tình Dù Trăm Lối,Minh Tuyết,11,0.565,0.486,11,-6.579,0,0.0274,0.5770000000000001,0.0,0.0999,0.235,135.93200000000002,4.6823,2010
Lk Phố Cũ Vắng Anh & Sao Phải Cách Xa,Minh Tuyết,16,0.40299999999999997,0.5539999999999999,10,-6.401,0,0.0526,0.36,0.0,0.062,0.433,139.84,5.985716666666667,2010
Bởi Vì Em Yêu Anh,Minh Tuyết,17,0.618,0.524,2,-6.886,0,0.03,0.623,0.0,0.0837,0.191,118.001,4.1180666666666665,2010
Phút Giây Ban Đầu,Nhu Quynh,12,0.807,0.927,11,-4.95,0,0.0552,0.21100000000000002,0.0,0.124,0.914,134.99200000000002,4.30955,2019
Tình Ơi Có Hay,Nhu Quynh,12,0.526,0.516,7,-5.61,1,0.0379,0.358,0.0,0.257,0.625,180.065,4.571116666666667,2019
Lời Hứa Đã Qua,Nhu Quynh,15,0.5329999999999999,0.397,10,-8.654,1,0.0299,0.158,3.01e-06,0.10300000000000001,0.273,80.007,5.69155,2019
Mười Ngón Tay Tình Yêu,Nhu Quynh,22,0.805,0.726,1,-7.059,1,0.0504,0.278,3.17e-06,0.0411,0.6659999999999999,129.996,4.62845,2019
Nụ Cười Xinh,Nhu Quynh,13,0.615,0.488,2,-7.782,1,0.0288,0.0149,0.0,0.135,0.631,127.89299999999999,3.9426666666666668,2019
Cô Bé Kính Cận,Nhu Quynh,9,0.873,0.9009999999999999,7,-6.977,1,0.138,0.0443,0.0008789999999999999,0.0356,0.7829999999999999,99.98,4.852,2019
Nhớ Anh,Nhu Quynh,12,0.298,0.507,1,-7.047000000000001,1,0.0332,0.11599999999999999,2.91e-06,0.33,0.397,171.90900000000002,4.682216666666666,2019
Sấc Màu Con Gái,Nhu Quynh,16,0.767,0.565,11,-7.572,0,0.0424,0.484,0.0,0.0829,0.578,112.95,4.921333333333333,2019
Chồng Sớm,Nhu Quynh,11,0.8490000000000001,0.616,5,-6.245,1,0.0519,0.273,1.56e-06,0.0763,0.8340000000000001,94.986,5.883333333333334,2019
Mùa Thu Lá Bay,Nhu Quynh,35,0.267,0.524,1,-5.8,1,0.0376,0.247,7.020000000000001e-05,0.08900000000000001,0.18600000000000003,71.196,4.766,2019
Làm Sao Anh Biết,Minh Tuyết,8,0.613,0.495,9,-7.311,0,0.0282,0.27399999999999997,0.00044500000000000003,0.106,0.14400000000000002,129.781,4.77325,2003
Thầm Gọi Tên Anh,Minh Tuyết,33,0.529,0.542,11,-7.452999999999999,0,0.0315,0.17600000000000002,0.0,0.19899999999999998,0.315,155.935,4.888183333333333,2003
Biết Đâu Tình Nồng,Minh Tuyết,2,0.5489999999999999,0.78,7,-5.7,1,0.20800000000000002,0.0346,2.76e-06,0.304,0.496,209.597,3.6854,2003
Hát Cho Người Ở Lại,Minh Tuyết,5,0.528,0.657,5,-5.605,0,0.0281,0.11900000000000001,0.0,0.499,0.37200000000000005,142.88,5.603366666666667,2003
Cà Phê Buồn,Minh Tuyết,2,0.546,0.597,5,-6.567,1,0.0379,0.0552,0.0,0.317,0.337,79.097,5.543383333333334,2003
Cùng Tình Yêu Ra Đi,Minh Tuyết,1,0.6779999999999999,0.733,11,-5.78,0,0.0516,0.0841,0.000509,0.247,0.5660000000000001,99.02,4.25545,2003
Tình Lỡ Cách Xa,Minh Tuyết,5,0.446,0.535,6,-6.165,0,0.0274,0.523,0.00014099999999999998,0.309,0.145,97.963,4.180366666666667,2003
Hát Với Dòng Sông,Minh Tuyết,2,0.483,0.5710000000000001,11,-5.348,0,0.0401,0.648,2.78e-06,0.23,0.157,134.184,5.49655,2003
Chút Tình Mong Manh,Minh Tuyết,2,0.596,0.5660000000000001,2,-6.375,0,0.0274,0.0253,0.0,0.37200000000000005,0.20600000000000002,137.869,4.99925,2003
Lời Tình Viết Vội,Quang Le,12,0.46,0.528,0,-6.706,0,0.0285,0.518,4.54e-05,0.114,0.401,173.923,5.739966666666667,2012
Ngày Sau Sẽ Ra Sao,Quang Le,14,0.51,0.57,2,-6.571000000000001,0,0.0356,0.49200000000000005,0.0,0.0481,0.387,169.804,5.546466666666666,2012
Chuyện Tình Không Dĩ Vãng,Quang Le,23,0.621,0.519,5,-7.439,0,0.0254,0.27699999999999997,1.85e-06,0.10300000000000001,0.284,86.98700000000001,6.23185,2012
Chuyện Tình Hoa Mười Giờ,Quang Le,13,0.6970000000000001,0.591,4,-6.827999999999999,1,0.0328,0.389,0.0,0.09300000000000001,0.583,99.993,5.080133333333333,2012
"Nhà Anh, Nhà Em",Quang Le,12,0.586,0.53,5,-7.994,0,0.0345,0.612,1.53e-06,0.15,0.484,129.775,4.790666666666667,2012
Thiệp Hồng Báo Tin Vui,Quang Le,13,0.586,0.53,5,-7.994,0,0.0345,0.612,1.53e-06,0.15,0.484,129.775,4.790666666666667,2012
Tiễn Người Đi,Quang Le,11,0.345,0.486,4,-7.0760000000000005,1,0.03,0.6629999999999999,1.48e-06,0.0554,0.25,175.92,4.961716666666667,2012
Tôi Vẫn Nhớ,Quang Le,23,0.777,0.718,4,-5.672999999999999,0,0.0301,0.128,0.0,0.0989,0.7340000000000001,124.98200000000001,4.69895,2012
Biệt Kinh Kỳ,Quang Le,12,0.7020000000000001,0.621,4,-5.827999999999999,1,0.0285,0.429,0.0,0.11900000000000001,0.611,114.919,4.3936,2012
Chuyện Buồn Tình Yêu,Lam Anh,15,0.536,0.512,4,-7.188,0,0.033,0.609,0.0,0.106,0.156,79.921,4.0542,2014
Đêm Lang Thang,Quang Le,11,0.271,0.5379999999999999,9,-7.3229999999999995,0,0.0308,0.252,0.000771,0.257,0.239,185.648,4.716366666666667,2014
Người Yêu Cô Đơn,Quang Le,15,0.6,0.506,10,-6.886,0,0.0298,0.727,0.0,0.0598,0.34,80.042,4.762033333333333,2014
Đêm Không Ngủ,Lam Anh,11,0.409,0.396,6,-8.536,0,0.0358,0.7759999999999999,7.71e-06,0.102,0.114,72.579,3.96635,2014
Gửi Về Em,Quang Le,15,0.41600000000000004,0.5870000000000001,9,-7.724,1,0.0308,0.20800000000000002,0.00212,0.25,0.374,176.081,5.0933,2014
Lâu Đài Tình Ái,Quang Le,22,0.552,0.489,2,-7.465,1,0.0253,0.376,1.29e-05,0.10400000000000001,0.217,95.99600000000001,5.783783333333333,2014
Cây Đàn Bỏ Quên,Quang Le,13,0.643,0.386,4,-9.035,0,0.0252,0.7340000000000001,7.98e-06,0.154,0.223,109.96700000000001,5.3282,2014
Nửa Đêm Ngoài Phố,Lam Anh,27,0.32,0.38,3,-8.181000000000001,0,0.0333,0.7509999999999999,0.0,0.162,0.156,173.863,4.851416666666666,2014
Chiều Sân Ga,Quang Le,24,0.555,0.573,9,-6.602,0,0.0353,0.19699999999999998,0.0,0.0855,0.38299999999999995,81.069,4.7515833333333335,2014
Sương Trắng Miền Quê Ngoại,Quang Le,23,0.413,0.614,10,-6.4910000000000005,0,0.0291,0.0665,0.0,0.0709,0.452,169.851,4.940433333333333,2003
Những Ngày Xưa Thân Ái,Quang Le,13,0.5920000000000001,0.573,10,-6.688,0,0.0261,0.158,0.0,0.0588,0.28800000000000003,82.022,5.57085,2003
Thư Cho Vợ Hiền,Quang Le,9,0.501,0.5329999999999999,5,-6.446000000000001,0,0.0261,0.319,6.37e-06,0.0869,0.29,78.046,5.9474,2003
Người Mang Tâm Sự,Quang Le,19,0.373,0.52,9,-7.117000000000001,0,0.0276,0.0395,5.75e-06,0.0765,0.262,141.447,5.471016666666666,2003
Đa Tạ,Quang Le,10,0.511,0.525,5,-6.056,0,0.0231,0.215,1.09e-06,0.132,0.375,89.91,5.427666666666667,2003
Xin Em Đừng Khóc Vu Quy,Quang Le,19,0.408,0.518,8,-7.519,0,0.0293,0.0718,0.0,0.204,0.43200000000000005,78.05,4.461333333333333,2005
Đêm Bơ Vơ,Quang Le,18,0.616,0.5920000000000001,2,-6.814,1,0.0312,0.41100000000000003,0.0,0.0884,0.659,139.889,5.340583333333333,2005
Tình Em Biển Rộng Sông Dài,Quang Le,8,0.6629999999999999,0.599,10,-6.05,0,0.0246,0.163,0.0,0.131,0.628,109.947,4.31195,2005
Sao Em Nở Vô Tình,Quang Le,5,0.424,0.495,10,-8.061,0,0.0293,0.322,0.0,0.249,0.337,155.855,5.5786,2005
Tình Nhỏ Mau Quên,Quang Le,10,0.583,0.777,3,-5.547000000000001,0,0.0697,0.588,0.0,0.0462,0.836,82.00399999999999,4.783316666666667,2005
Vùng Quê Tương Lai,Quang Le,4,0.706,0.6579999999999999,2,-5.8260000000000005,1,0.0269,0.157,0.0,0.231,0.6609999999999999,115.01,4.830133333333333,2005
Xuân Này Con Về Mẹ Ở Đâu?,Quang Le,34,0.532,0.568,1,-6.274,1,0.0259,0.27899999999999997,2.07e-06,0.151,0.364,135.93200000000002,4.815433333333333,2005
Thành Phố Sau Lưng,Quang Le,6,0.5539999999999999,0.485,9,-9.193999999999999,0,0.0299,0.0398,0.00011100000000000001,0.14800000000000002,0.244,76.027,5.291833333333333,2005
Xin Đừng Trách Đa Đa (trance mix),Quang Le,6,0.7140000000000001,0.7040000000000001,11,-6.095,0,0.0372,0.29100000000000004,0.0,0.105,0.2,129.994,5.0844,2005
Cánh Diều Mưa,Dan Nguyen,10,0.31,0.532,6,-5.48,0,0.0283,0.126,0.0,0.185,0.301,170.798,4.301116666666666,2019
Thất Tình Ca,Phi Nhung,6,0.575,0.47600000000000003,9,-6.547000000000001,0,0.0301,0.695,2.7000000000000004e-06,0.1,0.38299999999999995,139.895,4.94045,2019
LK Tình Lỡ & Tôi Đưa Em Sang Sông,Thanh Tuyền,13,0.39799999999999996,0.495,7,-5.391,0,0.0276,0.382,2.02e-05,0.183,0.262,174.185,5.64445,2019
Thiệp Hồng Anh Viết Tên Em,Quang Le,15,0.585,0.56,9,-5.646,0,0.0254,0.546,1.6100000000000002e-05,0.27899999999999997,0.23800000000000002,80.006,5.07645,2019
Nếu Mộng Không Thành,Truong Vu,15,0.32899999999999996,0.387,5,-7.282,0,0.0307,0.552,2.8199999999999998e-05,0.37,0.259,179.77,4.95955,2019
Cánh Buồm Chuyển Bến,Hoang Oanh,10,0.355,0.512,11,-5.917999999999999,0,0.0334,0.56,4.04e-06,0.0925,0.29100000000000004,152.798,6.447116666666667,2019
LK Ba Tháng Tạ Từ,Hoang Nhung,3,0.574,0.47200000000000003,5,-6.558,0,0.0284,0.6629999999999999,0.0,0.616,0.433,142.004,3.8142666666666667,2019
Ninh Kiều Là Em,Tâm Đoan,3,0.649,0.47,7,-5.638999999999999,0,0.0282,0.703,0.0,0.488,0.245,120.051,5.432,2019
Thuyền Viễn Xứ,Lệ Thu,12,0.314,0.42200000000000004,7,-5.872000000000001,0,0.0296,0.718,0.0,0.13699999999999998,0.0927,132.026,4.2745,2018
Hẹn Hò,Lệ Thu,10,0.541,0.366,7,-7.6129999999999995,1,0.0317,0.638,0.0,0.19899999999999998,0.305,119.911,5.709066666666667,2018
Cuối Cùng Cho Một Tình Yêu,Lệ Thu,3,0.265,0.42100000000000004,8,-6.329,1,0.0323,0.78,2.8999999999999997e-05,0.1,0.0612,119.094,5.4600333333333335,2018
Nếu Vắng Anh,Lệ Thu,8,0.278,0.47,7,-6.537000000000001,1,0.0328,0.584,3.04e-05,0.248,0.226,119.67399999999999,4.70355,2015
Xin Còn Gọi Tên Nhau,Lệ Thu,7,0.239,0.583,5,-4.761,0,0.0305,0.0384,0.0,0.188,0.363,176.798,4.941983333333333,2003
Rồi Mai Tôi Đưa Em,Tran Thai Hoa,1,0.196,0.475,9,-7.067,1,0.028999999999999998,0.099,0.00242,0.207,0.0552,171.062,5.136633333333333,2003
Mùa Thu Trong Mưa,Minh Tuyết,5,0.643,0.812,5,-3.9419999999999997,0,0.0592,0.0741,0.000742,0.107,0.49,81.017,4.04415,2003
Một Mai Em Đi,Lam Nhat Tien,10,0.523,0.44299999999999995,4,-5.73,0,0.0279,0.313,4.45e-06,0.0924,0.184,127.99700000000001,4.9474,2003
Một Lần Xa Bến,Tâm Đoan,2,0.413,0.617,10,-5.659,1,0.0312,0.0334,1.9e-05,0.10300000000000001,0.455,74.248,4.308466666666667,2003
Hành Trang Giã Từ,Nhu Quynh,1,0.612,0.627,2,-5.537999999999999,1,0.0241,0.136,2.56e-05,0.121,0.426,81.986,5.9497333333333335,2003
Bài Tình Ca Cho Kỷ Niệm,Loan Chau,0,0.303,0.504,3,-6.074,0,0.0294,0.32,4.7499999999999996e-05,0.151,0.16699999999999998,130.684,5.16335,2003
Những Mùa Thu Qua Trên Cuộc Tình Tôi,Tran Thai Hoa,1,0.442,0.494,11,-8.828,1,0.0287,0.39299999999999996,0.000288,0.13,0.244,124.81,5.5484,2003
Xin Yêu Nhau Dù Mai Nữa,Luu Bich,3,0.449,0.585,10,-4.495,1,0.0267,0.376,2.16e-06,0.313,0.24100000000000002,129.966,4.549183333333334,2003
Cỏ Xót Xa Đưa,Y Lan,0,0.33899999999999997,0.465,2,-5.527,0,0.0272,0.596,0.00108,0.11900000000000001,0.0653,66.988,5.738,2018
Một Ngày Không Có Anh,Y Lan,1,0.25,0.7040000000000001,4,-3.7969999999999997,0,0.0309,0.508,5.520000000000001e-05,0.0599,0.256,72.789,3.8672,2018
Ngậm Ngùi,Y Lan,14,0.287,0.5529999999999999,7,-4.256,1,0.0266,0.541,0.00218,0.29600000000000004,0.114,133.531,5.006,2018
Đường Em Đi,Y Lan,0,0.285,0.526,2,-4.575,0,0.0283,0.527,1.34e-05,0.151,0.0864,125.18299999999999,5.196,2018
Cỏ Hồng,Y Lan,1,0.524,0.809,11,-4.511,1,0.0302,0.344,8.950000000000001e-05,0.33399999999999996,0.253,110.211,6.7644,2018
Vẫn Có Anh Bên Đời,Y Lan,0,0.321,0.66,2,-3.7569999999999997,1,0.0311,0.55,0.0,0.272,0.278,176.03799999999998,5.3736,2018
Nhìn Những Mùa Thu Đi,Y Lan,1,0.547,0.675,8,-4.873,1,0.0313,0.701,4.27e-06,0.161,0.43799999999999994,110.49600000000001,4.1344,2018
Bên Cầu Biên Giới,Vu Khanh,0,0.486,0.584,7,-7.263,0,0.0264,0.402,0.0,0.263,0.245,89.786,5.5176,2018
Tình Nhớ,Y Lan,0,0.35,0.523,2,-4.2010000000000005,0,0.0326,0.745,5e-06,0.121,0.11599999999999999,119.245,4.9844,2018
Thà Như Giọt Mưa,Vu Khanh,0,0.335,0.46399999999999997,1,-7.099,1,0.0285,0.23199999999999998,2.2100000000000002e-05,0.5489999999999999,0.0525,104.26899999999999,6.6844,2018
Tưởng Rằng Đã Quên,Y Lan,0,0.222,0.48700000000000004,0,-5.51,1,0.0273,0.7509999999999999,3.7e-05,0.28800000000000003,0.408,86.009,4.2508,2018
Ở Trọ,Y Lan,0,0.5870000000000001,0.705,4,-3.2089999999999996,1,0.0249,0.153,0.0,0.0688,0.6940000000000001,89.15799999999999,3.9008,2018
Viễn Du,Vu Khanh,0,0.32899999999999996,0.327,9,-8.174,1,0.0286,0.614,0.0,0.14,0.11,114.97200000000001,4.8508,2018
Gọi Em Là Đóa Hoa Sầu,Vu Khanh,0,0.408,0.485,6,-5.942,1,0.0285,0.731,0.013999999999999999,0.125,0.168,131.942,5.734,2018
Bây giờ tháng mấy,Tuấn Ngọc,7,0.54,0.46799999999999997,10,-10.904000000000002,1,0.0244,0.31,0.0010400000000000001,0.09699999999999999,0.382,99.895,5.712883333333333,1995
Anh chưa thấy mùa xuân,Thùy Dương,6,0.292,0.313,4,-13.290999999999999,0,0.0355,0.48700000000000004,0.00020099999999999998,0.11900000000000001,0.0943,169.579,5.49445,1995
